exposure_id,agent_id,campaign_id,post_id,cascade_depth,exposure_step,responded,action_type,created_at
52,Agent_042,campaign_hope,campaign_campaign_hope_Agent_042,0,400,1,comment,2025-11-08 08:43:19
53,Agent_053,campaign_hope,campaign_campaign_hope_Agent_053,0,400,1,comment,2025-11-08 08:43:19
54,Agent_132,campaign_hope,campaign_campaign_hope_Agent_132,0,400,0,,2025-11-08 08:43:19
55,Agent_129,campaign_hope,campaign_campaign_hope_Agent_129,0,400,0,,2025-11-08 08:43:19
56,Agent_108,campaign_hope,campaign_campaign_hope_Agent_108,0,400,1,comment,2025-11-08 08:43:19
57,Agent_115,campaign_fear,campaign_campaign_fear_Agent_115,0,400,0,,2025-11-08 08:43:19
58,Agent_188,campaign_fear,campaign_campaign_fear_Agent_188,0,400,1,comment,2025-11-08 08:43:19
59,Agent_100,campaign_fear,campaign_campaign_fear_Agent_100,0,400,1,comment,2025-11-08 08:43:19
60,Agent_153,campaign_fear,campaign_campaign_fear_Agent_153,0,400,0,,2025-11-08 08:43:19
61,Agent_011,campaign_fear,campaign_campaign_fear_Agent_011,0,400,1,comment,2025-11-08 08:43:19
62,Agent_113,campaign_fear,campaign_campaign_fear_Agent_113,0,400,0,,2025-11-08 08:43:19
63,Agent_194,campaign_fear,campaign_campaign_fear_Agent_194,0,400,1,comment,2025-11-08 08:43:19
64,Agent_109,campaign_fear,campaign_campaign_fear_Agent_109,0,400,0,,2025-11-08 08:43:19
65,Agent_173,campaign_fear,campaign_campaign_fear_Agent_173,0,400,1,comment,2025-11-08 08:43:19
66,Agent_047,campaign_fear,campaign_campaign_fear_Agent_047,0,400,0,,2025-11-08 08:43:19
67,Agent_182,campaign_fear,campaign_campaign_fear_Agent_182,0,400,1,comment,2025-11-08 08:43:19
68,Agent_118,campaign_fear,campaign_campaign_fear_Agent_118,0,400,1,comment,2025-11-08 08:43:19
69,Agent_141,campaign_fear,campaign_campaign_fear_Agent_141,0,400,0,,2025-11-08 08:43:19
70,Agent_066,campaign_fear,campaign_campaign_fear_Agent_066,0,400,0,,2025-11-08 08:43:19
71,Agent_104,campaign_fear,campaign_campaign_fear_Agent_104,0,400,1,comment,2025-11-08 08:43:19
72,Agent_079,campaign_fear,campaign_campaign_fear_Agent_079,0,400,1,comment,2025-11-08 08:43:19
73,Agent_122,campaign_fear,campaign_campaign_fear_Agent_122,0,400,1,comment,2025-11-08 08:43:19
74,Agent_193,campaign_fear,campaign_campaign_fear_Agent_193,0,400,0,,2025-11-08 08:43:19
75,Agent_185,campaign_fear,campaign_campaign_fear_Agent_185,0,400,1,comment,2025-11-08 08:43:19
76,Agent_029,campaign_fear,campaign_campaign_fear_Agent_029,0,400,0,,2025-11-08 08:43:19
77,Agent_057,campaign_fear,campaign_campaign_fear_Agent_057,0,400,0,,2025-11-08 08:43:19
78,Agent_157,campaign_fear,campaign_campaign_fear_Agent_157,0,400,1,comment,2025-11-08 08:43:19
79,Agent_144,campaign_fear,campaign_campaign_fear_Agent_144,0,400,1,comment,2025-11-08 08:43:19
80,Agent_130,campaign_fear,campaign_campaign_fear_Agent_130,0,400,0,,2025-11-08 08:43:19
81,Agent_034,campaign_fear,campaign_campaign_fear_Agent_034,0,400,1,comment,2025-11-08 08:43:19
82,Agent_096,campaign_fear,campaign_campaign_fear_Agent_096,0,400,1,post,2025-11-08 08:43:19
83,Agent_124,campaign_fear,campaign_campaign_fear_Agent_124,0,400,0,,2025-11-08 08:43:19
84,Agent_065,campaign_fear,campaign_campaign_fear_Agent_065,0,400,0,,2025-11-08 08:43:19
85,Agent_075,campaign_fear,campaign_campaign_fear_Agent_075,0,400,1,comment,2025-11-08 08:43:19
86,Agent_138,campaign_fear,campaign_campaign_fear_Agent_138,0,400,1,comment,2025-11-08 08:43:19
87,Agent_072,campaign_fear,campaign_campaign_fear_Agent_072,0,400,1,post,2025-11-08 08:43:19
88,Agent_031,campaign_fear,campaign_campaign_fear_Agent_031,0,400,1,comment,2025-11-08 08:43:19
89,Agent_125,campaign_fear,campaign_campaign_fear_Agent_125,0,400,0,,2025-11-08 08:43:19
90,Agent_061,campaign_fear,campaign_campaign_fear_Agent_061,0,400,1,comment,2025-11-08 08:43:19
91,Agent_143,campaign_fear,campaign_campaign_fear_Agent_143,0,400,1,comment,2025-11-08 08:43:19
92,Agent_082,campaign_fear,campaign_campaign_fear_Agent_082,0,400,1,comment,2025-11-08 08:43:19
93,Agent_175,campaign_fear,campaign_campaign_fear_Agent_175,0,400,1,comment,2025-11-08 08:43:19
94,Agent_032,campaign_fear,campaign_campaign_fear_Agent_032,0,400,0,,2025-11-08 08:43:19
95,Agent_110,campaign_fear,campaign_campaign_fear_Agent_110,0,400,1,comment,2025-11-08 08:43:19
96,Agent_062,campaign_fear,campaign_campaign_fear_Agent_062,0,400,1,comment,2025-11-08 08:43:19
97,Agent_077,campaign_fear,campaign_campaign_fear_Agent_077,0,400,1,comment,2025-11-08 08:43:19
98,Agent_165,campaign_fear,campaign_campaign_fear_Agent_165,0,400,0,,2025-11-08 08:43:19
99,Agent_080,campaign_fear,campaign_campaign_fear_Agent_080,0,400,1,comment,2025-11-08 08:43:19
100,Agent_155,campaign_fear,campaign_campaign_fear_Agent_155,0,400,1,comment,2025-11-08 08:43:19
101,Agent_019,campaign_fear,campaign_campaign_fear_Agent_019,0,400,0,,2025-11-08 08:43:19
102,Agent_088,campaign_fear,campaign_campaign_fear_Agent_088,0,400,0,,2025-11-08 08:43:19
103,Agent_140,campaign_fear,campaign_campaign_fear_Agent_140,0,400,1,post,2025-11-08 08:43:19
104,Agent_022,campaign_fear,campaign_campaign_fear_Agent_022,0,400,0,,2025-11-08 08:43:19
105,Agent_039,campaign_fear,campaign_campaign_fear_Agent_039,0,400,0,,2025-11-08 08:43:19
106,Agent_133,campaign_fear,campaign_campaign_fear_Agent_133,0,400,1,comment,2025-11-08 08:43:19
107,Agent_035,campaign_fear,campaign_campaign_fear_Agent_035,0,400,1,comment,2025-11-08 08:43:19
108,Agent_069,campaign_fear,campaign_campaign_fear_Agent_069,0,400,1,comment,2025-11-08 08:43:19
109,Agent_128,campaign_fear,campaign_campaign_fear_Agent_128,0,400,1,comment,2025-11-08 08:43:19
110,Agent_160,campaign_fear,campaign_campaign_fear_Agent_160,0,400,1,comment,2025-11-08 08:43:19
111,Agent_146,campaign_fear,campaign_campaign_fear_Agent_146,0,400,1,comment,2025-11-08 08:43:19
112,Agent_098,campaign_fear,campaign_campaign_fear_Agent_098,0,400,1,comment,2025-11-08 08:43:19
113,Agent_003,campaign_campaign,reshare_1841dfeea4e8,1,401,0,,2025-11-08 08:43:26
114,Agent_003,campaign_campaign,reshare_b86e304bf2cb,1,402,0,,2025-11-08 08:43:40
115,Agent_003,campaign_campaign,reshare_dbffa76e5d7e,1,403,0,,2025-11-08 08:43:48
116,Agent_130,campaign_campaign,reshare_8670544ca986,1,409,0,,2025-11-08 08:45:31
117,Agent_013,campaign_campaign,reshare_37574bb2ed31,1,418,0,,2025-11-08 08:47:08
118,Agent_115,campaign_campaign,reshare_37574bb2ed31,1,418,0,,2025-11-08 08:47:08
119,Agent_013,campaign_campaign,reshare_b95fcd8f40bf,1,422,0,,2025-11-08 08:47:43
120,Agent_115,campaign_campaign,reshare_b95fcd8f40bf,1,422,0,,2025-11-08 08:47:43
121,Agent_013,campaign_campaign,reshare_25fb704e1ced,1,428,0,,2025-11-08 08:48:27
122,Agent_115,campaign_campaign,reshare_25fb704e1ced,1,428,0,,2025-11-08 08:48:27
123,Agent_053,campaign_campaign,reshare_c5a3ec0e60b7,1,431,0,,2025-11-08 08:48:51
124,Agent_013,campaign_campaign,reshare_0b4e2ce85ee5,1,435,0,,2025-11-08 08:49:16
125,Agent_032,campaign_campaign,reshare_512976ccf33c,1,435,0,,2025-11-08 08:49:16
126,Agent_032,campaign_campaign,reshare_34b0601694ca,1,435,0,,2025-11-08 08:49:16
127,Agent_032,campaign_campaign,reshare_20cbc2111a69,1,435,0,,2025-11-08 08:49:16
128,Agent_115,campaign_campaign,reshare_0b4e2ce85ee5,1,435,0,,2025-11-08 08:49:17
129,Agent_032,campaign_campaign,reshare_a967bae2e4a6,1,436,0,,2025-11-08 08:49:23
130,Agent_130,campaign_campaign,reshare_19053f8134db,1,436,0,,2025-11-08 08:49:23
131,Agent_032,campaign_campaign,reshare_6d8d8cab0e3f,1,438,0,,2025-11-08 08:49:40
132,Agent_032,campaign_campaign,reshare_08ac35860314,1,439,0,,2025-11-08 08:49:46
133,Agent_032,campaign_campaign,reshare_8ea5b04b9dca,1,440,0,,2025-11-08 08:49:53
134,Agent_032,campaign_campaign,reshare_fa3ef1c59cb6,1,443,0,,2025-11-08 08:50:15
135,Agent_032,campaign_campaign,reshare_0e0729a6d4fd,1,444,0,,2025-11-08 08:50:23
136,Agent_032,campaign_campaign,reshare_a7c75311bc5e,1,448,0,,2025-11-08 08:50:59
137,Agent_013,campaign_campaign,reshare_651311eeaf6c,1,449,0,,2025-11-08 08:51:52
138,Agent_115,campaign_campaign,reshare_651311eeaf6c,1,449,0,,2025-11-08 08:51:52
139,Agent_032,campaign_campaign,reshare_bccf3fcfcb06,1,450,0,,2025-11-08 08:52:00
140,Agent_036,campaign_campaign,reshare_8a766839a009,1,450,0,,2025-11-08 08:52:00
141,Agent_032,campaign_campaign,reshare_2b747b7a4ea3,1,451,0,,2025-11-08 08:52:10
142,Agent_021,campaign_campaign,reshare_ecd69e09ecd6,1,452,0,,2025-11-08 08:52:16
143,Agent_063,campaign_campaign,reshare_ecd69e09ecd6,1,452,0,,2025-11-08 08:52:16
144,Agent_144,campaign_campaign,reshare_ecd69e09ecd6,1,452,0,,2025-11-08 08:52:16
145,Agent_032,campaign_campaign,reshare_b23f822eab36,1,459,0,,2025-11-08 08:53:00
146,Agent_032,campaign_campaign,reshare_db4e9bfd81d0,1,462,0,,2025-11-08 08:53:16
147,Agent_032,campaign_campaign,reshare_b22de4e28d72,1,464,0,,2025-11-08 08:54:18
148,Agent_032,campaign_campaign,reshare_5130aae685b2,1,465,0,,2025-11-08 08:54:26
149,Agent_032,campaign_campaign,reshare_e5cef1b84dd4,1,468,0,,2025-11-08 08:54:46
150,Agent_032,campaign_campaign,reshare_48d2711dd679,1,471,0,,2025-11-08 08:55:07
151,Agent_032,campaign_campaign,reshare_e82cda79ef5d,1,477,0,,2025-11-08 08:55:29
152,Agent_032,campaign_campaign,reshare_8fbc6028fe0f,1,479,0,,2025-11-08 08:55:43
153,Agent_032,campaign_campaign,reshare_8c11cacd9c0e,1,480,0,,2025-11-08 08:56:41
154,Agent_032,campaign_campaign,reshare_89c1d53ec29c,1,484,0,,2025-11-08 08:56:55
155,Agent_032,campaign_campaign,reshare_df16dbae118a,1,485,0,,2025-11-08 08:56:59
156,Agent_032,campaign_campaign,reshare_9545ba8c0159,1,488,0,,2025-11-08 08:57:12
157,Agent_032,campaign_campaign,reshare_1a8e25601090,1,489,0,,2025-11-08 08:57:16
158,Agent_032,campaign_campaign,reshare_fa981bc5d494,1,490,0,,2025-11-08 08:57:19
159,Agent_032,campaign_campaign,reshare_8d376d502394,1,494,0,,2025-11-08 08:57:34
160,Agent_032,campaign_campaign,reshare_67a5dc4fbae3,1,496,0,,2025-11-08 08:57:41
161,Agent_032,campaign_campaign,reshare_0a2789b42c29,1,497,0,,2025-11-08 08:57:45
162,Agent_015,campaign_campaign,reshare_a469b2d1445c,2,498,0,,2025-11-08 08:57:49
163,Agent_059,campaign_campaign,reshare_a469b2d1445c,2,498,0,,2025-11-08 08:57:49
164,Agent_063,campaign_campaign,reshare_a469b2d1445c,2,498,0,,2025-11-08 08:57:49
165,Agent_069,campaign_campaign,reshare_a469b2d1445c,2,498,0,,2025-11-08 08:57:49
166,Agent_032,campaign_campaign,reshare_d7d2bebe9782,1,499,0,,2025-11-08 08:57:52
167,Agent_032,campaign_campaign,reshare_4414a0dd3bf8,1,500,0,,2025-11-08 08:57:56
168,Agent_032,campaign_campaign,reshare_d6b857ea4548,1,501,0,,2025-11-08 08:57:59
169,Agent_036,campaign_campaign,reshare_d6b857ea4548,1,501,0,,2025-11-08 08:57:59
170,Agent_032,campaign_campaign,reshare_f8a7ee7c1959,1,502,0,,2025-11-08 08:58:03
171,Agent_032,campaign_campaign,reshare_68055f0e0e3c,1,505,0,,2025-11-08 08:59:17
172,Agent_032,campaign_campaign,reshare_078a5b1af82d,1,506,0,,2025-11-08 08:59:21
173,Agent_032,campaign_campaign,reshare_d8f1064413ea,1,507,0,,2025-11-08 08:59:24
174,Agent_032,campaign_campaign,reshare_b722a78bb416,1,508,0,,2025-11-08 08:59:29
175,Agent_032,campaign_campaign,reshare_9efab352202a,1,509,0,,2025-11-08 08:59:32
176,Agent_115,campaign_campaign,reshare_65d80686f6d9,3,509,0,,2025-11-08 08:59:32
177,Agent_032,campaign_campaign,reshare_707916e3f5d4,1,510,0,,2025-11-08 08:59:35
178,Agent_051,campaign_campaign,reshare_9068d02165bf,2,510,0,,2025-11-08 08:59:35
179,Agent_090,campaign_campaign,reshare_9068d02165bf,2,510,0,,2025-11-08 08:59:36
180,Agent_032,campaign_campaign,reshare_06c039ce2ceb,1,511,0,,2025-11-08 08:59:39
181,Agent_115,campaign_campaign,reshare_4cdc07b9507e,3,512,0,,2025-11-08 08:59:42
182,Agent_032,campaign_campaign,reshare_b6f2f31ed8ac,1,514,0,,2025-11-08 08:59:54
183,Agent_032,campaign_campaign,reshare_fa3f809a1b1c,1,517,0,,2025-11-08 09:00:05
184,Agent_032,campaign_campaign,reshare_5141000d69ad,1,518,0,,2025-11-08 09:00:09
185,Agent_032,campaign_campaign,reshare_2195cdc52a42,1,519,0,,2025-11-08 09:00:13
186,Agent_032,campaign_campaign,reshare_a6a5778c6233,1,520,0,,2025-11-08 09:00:16
187,Agent_032,campaign_campaign,reshare_da586de76542,1,520,0,,2025-11-08 09:00:16
188,Agent_036,campaign_campaign,reshare_a6a5778c6233,1,520,0,,2025-11-08 09:00:16
189,Agent_051,campaign_campaign,reshare_547de26f3a0a,2,520,0,,2025-11-08 09:00:16
190,Agent_090,campaign_campaign,reshare_547de26f3a0a,2,520,0,,2025-11-08 09:00:16
191,Agent_032,campaign_campaign,reshare_64d855aa7491,1,521,0,,2025-11-08 09:00:20
192,Agent_032,campaign_campaign,reshare_bc8bdff6ab98,1,523,0,,2025-11-08 09:00:27
193,Agent_036,campaign_campaign,reshare_bc8bdff6ab98,1,523,0,,2025-11-08 09:00:27
194,Agent_015,campaign_campaign,reshare_1241415244fa,2,524,0,,2025-11-08 09:01:12
195,Agent_032,campaign_campaign,reshare_d6c23971405a,1,524,0,,2025-11-08 09:01:12
196,Agent_059,campaign_campaign,reshare_1241415244fa,2,524,0,,2025-11-08 09:01:12
197,Agent_063,campaign_campaign,reshare_1241415244fa,2,524,0,,2025-11-08 09:01:12
198,Agent_069,campaign_campaign,reshare_1241415244fa,2,524,0,,2025-11-08 09:01:12
199,Agent_056,campaign_campaign,reshare_c3641c8489b8,1,526,0,,2025-11-08 09:01:20
200,Agent_032,campaign_campaign,reshare_952172063d92,1,527,0,,2025-11-08 09:01:23
201,Agent_032,campaign_campaign,reshare_4ffd63d3aea0,1,528,0,,2025-11-08 09:01:26
202,Agent_051,campaign_campaign,reshare_7083f9b47e83,2,528,0,,2025-11-08 09:01:26
203,Agent_090,campaign_campaign,reshare_7083f9b47e83,2,528,0,,2025-11-08 09:01:26
204,Agent_032,campaign_campaign,reshare_1e1c17e174a6,1,529,0,,2025-11-08 09:01:30
205,Agent_032,campaign_campaign,reshare_f998a9212254,1,529,0,,2025-11-08 09:01:30
206,Agent_036,campaign_campaign,reshare_1e1c17e174a6,1,529,0,,2025-11-08 09:01:30
207,Agent_032,campaign_campaign,reshare_de683e623c2d,1,530,0,,2025-11-08 09:01:33
208,Agent_032,campaign_campaign,reshare_f9402cebc26e,1,531,0,,2025-11-08 09:01:37
209,Agent_032,campaign_campaign,reshare_8131ea96bf76,1,533,0,,2025-11-08 09:01:44
210,Agent_032,campaign_campaign,reshare_5f0a966809a3,1,534,0,,2025-11-08 09:01:47
211,Agent_051,campaign_campaign,reshare_3681600394bf,2,536,0,,2025-11-08 09:02:02
212,Agent_090,campaign_campaign,reshare_3681600394bf,2,536,0,,2025-11-08 09:02:02
213,Agent_032,campaign_campaign,reshare_5f96073e4032,1,537,0,,2025-11-08 09:02:05
214,Agent_032,campaign_campaign,reshare_44fc04e0783d,1,537,0,,2025-11-08 09:02:05
215,Agent_036,campaign_campaign,reshare_5f96073e4032,1,537,0,,2025-11-08 09:02:05
216,Agent_051,campaign_campaign,reshare_28c4490ff326,2,538,0,,2025-11-08 09:02:08
217,Agent_090,campaign_campaign,reshare_28c4490ff326,2,538,0,,2025-11-08 09:02:08
218,Agent_032,campaign_campaign,reshare_3ed20aaef296,1,540,0,,2025-11-08 09:02:15
219,Agent_051,campaign_campaign,reshare_6e5027268f47,2,540,0,,2025-11-08 09:02:15
220,Agent_090,campaign_campaign,reshare_6e5027268f47,2,540,0,,2025-11-08 09:02:15
221,Agent_032,campaign_campaign,reshare_fafd16c860b4,1,543,0,,2025-11-08 09:02:25
222,Agent_032,campaign_campaign,reshare_d44d6ae80361,1,543,0,,2025-11-08 09:02:25
223,Agent_036,campaign_campaign,reshare_fafd16c860b4,1,543,0,,2025-11-08 09:02:25
224,Agent_051,campaign_campaign,reshare_902d549d6d4e,2,543,0,,2025-11-08 09:02:25
225,Agent_090,campaign_campaign,reshare_902d549d6d4e,2,543,0,,2025-11-08 09:02:25
226,Agent_032,campaign_campaign,reshare_1a2f207efaa1,1,545,0,,2025-11-08 09:02:32
227,Agent_051,campaign_campaign,reshare_9449e043512f,2,545,0,,2025-11-08 09:02:32
228,Agent_090,campaign_campaign,reshare_9449e043512f,2,545,0,,2025-11-08 09:02:32
229,Agent_051,campaign_campaign,reshare_8f2d900d63b0,2,546,0,,2025-11-08 09:02:35
230,Agent_090,campaign_campaign,reshare_8f2d900d63b0,2,546,0,,2025-11-08 09:02:35
231,Agent_032,campaign_campaign,reshare_87ff881c6f50,1,547,0,,2025-11-08 09:02:39
232,Agent_051,campaign_campaign,reshare_e0ec5ecb5a06,2,547,0,,2025-11-08 09:02:39
233,Agent_090,campaign_campaign,reshare_e0ec5ecb5a06,2,547,0,,2025-11-08 09:02:39
234,Agent_115,campaign_campaign,reshare_c41b52e78608,3,550,0,,2025-11-08 09:02:52
235,Agent_032,campaign_campaign,reshare_40f5a60af842,1,551,0,,2025-11-08 09:03:30
236,Agent_092,campaign_campaign,reshare_15a917aee5ad,3,551,0,,2025-11-08 09:03:30
237,Agent_137,campaign_campaign,reshare_15a917aee5ad,3,551,0,,2025-11-08 09:03:30
238,Agent_147,campaign_campaign,reshare_15a917aee5ad,3,551,0,,2025-11-08 09:03:30
239,Agent_032,campaign_campaign,reshare_6dd5d962cfd5,1,552,0,,2025-11-08 09:03:34
240,Agent_032,campaign_campaign,reshare_afac30fdc2ad,1,553,0,,2025-11-08 09:03:37
241,Agent_051,campaign_campaign,reshare_064d0c5236bd,4,554,0,,2025-11-08 09:03:41
242,Agent_090,campaign_campaign,reshare_064d0c5236bd,4,554,0,,2025-11-08 09:03:41
243,Agent_032,campaign_campaign,reshare_043575bc1467,1,555,0,,2025-11-08 09:03:44
244,Agent_083,campaign_campaign,reshare_13817af17efd,5,555,0,,2025-11-08 09:03:44
245,Agent_117,campaign_campaign,reshare_13817af17efd,5,555,0,,2025-11-08 09:03:44
246,Agent_051,campaign_campaign,reshare_df7fc8db2383,4,558,0,,2025-11-08 09:03:53
247,Agent_090,campaign_campaign,reshare_df7fc8db2383,4,558,0,,2025-11-08 09:03:53
248,Agent_027,campaign_campaign,reshare_194bbc935e02,6,560,0,,2025-11-08 09:03:59
249,Agent_032,campaign_campaign,reshare_48f3eb0173bd,1,560,0,,2025-11-08 09:04:00
250,Agent_092,campaign_campaign,reshare_194bbc935e02,6,560,0,,2025-11-08 09:04:00
251,Agent_032,campaign_campaign,reshare_4ad1ce713311,1,561,0,,2025-11-08 09:04:03
252,Agent_051,campaign_campaign,reshare_f73fad8cc05f,4,561,0,,2025-11-08 09:04:03
253,Agent_090,campaign_campaign,reshare_f73fad8cc05f,4,561,0,,2025-11-08 09:04:03
254,Agent_032,campaign_campaign,reshare_06e25a87c9aa,1,564,0,,2025-11-08 09:04:13
255,Agent_051,campaign_campaign,reshare_f28542d47569,4,564,0,,2025-11-08 09:04:13
256,Agent_090,campaign_campaign,reshare_f28542d47569,4,564,0,,2025-11-08 09:04:13
257,Agent_032,campaign_campaign,reshare_a836e01ce0c9,1,565,0,,2025-11-08 09:04:17
258,Agent_032,campaign_campaign,reshare_387f800467a0,1,566,0,,2025-11-08 09:04:21
259,Agent_032,campaign_campaign,reshare_569a6d0e1a3a,1,567,0,,2025-11-08 09:04:26
260,Agent_032,campaign_campaign,reshare_5c291b0a328e,1,569,0,,2025-11-08 09:04:33
261,Agent_051,campaign_campaign,reshare_d5bfaf03d0e5,4,569,0,,2025-11-08 09:04:33
262,Agent_090,campaign_campaign,reshare_d5bfaf03d0e5,4,569,0,,2025-11-08 09:04:33
263,Agent_032,campaign_campaign,reshare_031f191659e6,1,570,0,,2025-11-08 09:04:36
264,Agent_032,campaign_campaign,reshare_a892aa4675b6,1,571,0,,2025-11-08 09:04:39
265,Agent_032,campaign_campaign,reshare_22e44ca9a7f8,1,572,0,,2025-11-08 09:04:42
266,Agent_032,campaign_campaign,reshare_cad4f7f07894,1,572,0,,2025-11-08 09:04:42
267,Agent_036,campaign_campaign,reshare_22e44ca9a7f8,1,572,0,,2025-11-08 09:04:42
268,Agent_051,campaign_campaign,reshare_fbfc3557ab34,4,572,0,,2025-11-08 09:04:42
269,Agent_090,campaign_campaign,reshare_fbfc3557ab34,4,572,0,,2025-11-08 09:04:42
270,Agent_032,campaign_campaign,reshare_834635bfb9dd,1,573,0,,2025-11-08 09:04:45
271,Agent_032,campaign_campaign,reshare_e7efcb2a6a38,1,574,0,,2025-11-08 09:04:48
272,Agent_027,campaign_campaign,reshare_d1973c862eca,6,575,0,,2025-11-08 09:04:51
273,Agent_051,campaign_campaign,reshare_518e3fdf6294,4,575,0,,2025-11-08 09:04:51
